component,website,brand_name,rating,rating_count,reviews,discount_price,original_price,discount_percent,bank_offers,delivery,specification
pendrive,https://www.flipkart.com/hp-v220w-otg-64-gb-pen-drive/p/itm13418de4b8c54?pid=ACCGVWYH84TMZ6DM&lid=LSTACCGVWYH84TMZ6DMZIEFJ7&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_112&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCGVWYH84TMZ6DM.SEARCH&ssid=tz6s8o7juo0000001707114452702,HP V220W OTG 64 GB Pen Drive  (Multicolor),3.9,115 Ratings , 11 Reviews,₹425,₹749,43% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'specs': {'Sales Package': '1 PENDRIVE 1 TYEP C OTG CONNECTER', 'Model Name': 'V220W OTG', 'Net Quantity': '1'}}]"
pendrive,https://www.flipkart.com/hp-v215w-128-gb-pen-drive/p/itm38e6ddcf67346?pid=ACCGT8KJ8GZ3RTCY&lid=LSTACCGT8KJ8GZ3RTCYNI88DS&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_113&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCGT8KJ8GZ3RTCY.SEARCH&ssid=tz6s8o7juo0000001707114452702,"HP v215w 128 GB Pen Drive  (Silver, Blue)",3.9,16 Ratings , 1 Reviews,₹688,"₹1,454",52% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 10% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free?']","[{'specs': {'Sales Package': '2 pendrive', 'Model Name': 'v215w', 'Read Speed': 'upto 30mbps', 'Pack of': 'Pack of 2', 'Write Speed': 'upto 20mbps', 'Net Quantity': '2'}}]"
pendrive,https://www.flipkart.com/sandisk-usb-flash-drive-2-0-16-gb-pen/p/itmf3qxqvj7a74fh?pid=ACCFZQG8556GDSTX&lid=LSTACCFZQG8556GDSTXRU2LST&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_114&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCFZQG8556GDSTX.SEARCH&ssid=tz6s8o7juo0000001707114452702,SanDisk USB FLASH DRIVE 2.0 16 GB Pen Drive  (Black),4,43 Ratings , 5 Reviews,₹450,,,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'specs': {'Sales Package': '1 Pendrive', 'Model Name': 'USB FLASH DRIVE 2.0', 'Net Quantity': '1'}}]"
pendrive,https://www.flipkart.com/hp-usb-3-2-light-golden-flash-drive-x779w-32-gb-pen/p/itmdf15e38f07472?pid=ACCGMXEJUZ7YZBUP&lid=LSTACCGMXEJUZ7YZBUPCO3VJ0&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_115&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCGMXEJUZ7YZBUP.SEARCH&ssid=tz6s8o7juo0000001707114452702,HP USB 3.2 Light Golden Flash Drive X779w 32 GB Pen Drive  (Gold),4.2,5 Ratings , 0 Reviews,₹599,"₹1,050",42% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 11% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free?']","[{'General': {'Sales Package': '1', 'Model Name': 'USB 3.2 Light Golden Flash Drive X779w', 'Other Features': 'Modern and simple design Appealing and easy-to-use slider Durable and light plastic housing Portable drive for easy file storage', 'Net Quantity': '1'}}, {'Warranty': {'Covered in Warranty': 'usage defect', 'Warranty Service Type': 'CARRY IN', 'Not Covered in Warranty': 'physical damage', 'Warranty Summary': '2 years', 'Domestic Warranty': '2 Year'}}]"
pendrive,https://www.flipkart.com/sandisk-dual-32-single-gb-otg-drive/p/itmfa8cdtmhhevqz?pid=ACCFSDCTX6X5GHVG&lid=LSTACCFSDCTX6X5GHVGAQRMJK&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_116&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCFSDCTX6X5GHVG.SEARCH&ssid=tz6s8o7juo0000001707114452702,"SanDisk dual 32 single 32 GB OTG Drive  (Grey, Type A to Micro USB)",4.2,20 Ratings , 2 Reviews,₹630,₹950,33% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 pendrive', 'Model Name': 'dual 32 single', 'Part Number': 'SDDD3-032G-i35', 'Weight': '5.2 g', 'Net Quantity': '1'}}, {'Warranty': {'Domestic Warranty': '5 Year'}}]"
pendrive,https://www.flipkart.com/hp-usb-3-2-x206c-32-gb-otg-drive/p/itm01d22e9d94659?pid=ACCGP4D7F4BYGXAH&lid=LSTACCGP4D7F4BYGXAHNJTFQM&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_117&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCGP4D7F4BYGXAH.SEARCH&ssid=tz6s8o7juo0000001707114452702,"HP USB 3.2 x206c 32 GB OTG Drive  (Silver, Type A to Type C)",4.2,65 Ratings , 5 Reviews,₹895,₹900,,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 Pen Drive', 'Model Name': 'USB 3.2 x206c', 'Other Features': 'Bridging the gap between mobile and desktop', 'Net Quantity': '1'}}, {'Warranty': {'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Warranty Service Type': 'CARRY IN', 'Not Covered in Warranty': 'PHYSICAL DAMAGES', 'Warranty Summary': '2 years limited from the date of purchase', 'Domestic Warranty': '2 Year'}}]"
pendrive,https://www.flipkart.com/hp-a1-v220w-128-gb-pen-drive/p/itmbf98c2b7c0152?pid=ACCGSFJMHGXMJGGX&lid=LSTACCGSFJMHGXMJGGXP8DQLU&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&spotlightTagId=TrendingId_6bo%2Fjdy%2Fuar&srno=b_3_118&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCGSFJMHGXMJGGX.SEARCH&ssid=tz6s8o7juo0000001707114452702,HP A1 V220W 128 GB Pen Drive  (Silver),3.5,792 Ratings , 85 Reviews,₹477,₹899,46% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'specs': {'Sales Package': '1 pendrive, 1 mobile OTG', 'Model Name': 'A1 V220W', 'Pack of': 'Pack of 2', 'Net Quantity': '2'}}]"
pendrive,https://www.flipkart.com/sandisk-sdddc2-256g-i35-256-gb-otg-drive/p/itmbee61d3a2f7bc?pid=ACCFDA68DUDATZVE&lid=LSTACCFDA68DUDATZVEZNERFE&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_119&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCFDA68DUDATZVE.SEARCH&ssid=tz6s8o7juo0000001707114452702,"SanDisk SDDDC2-256G-I35 256 GB OTG Drive  (Black, Type A to Type C)",4.2,"3,287 Ratings ", 301 Reviews,"₹2,009","₹5,250",61% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 3% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 OTG Pendrive', 'Model Name': 'SDDDC2-256G-I35', 'Read Speed': '150 Mbps', 'Width': '9.4 mm', 'Height': '38.1 mm', 'Depth': '20.07 mm', 'Net Quantity': '1'}}, {'Warranty': {'Warranty Service Type': 'For any warranty related issues, please call to https://www.westerndigital.com/support/international-phone-numbers (1800-419-5592/1800-120-5899 From 9:00 AM to 6:00 PM expect National Holidays)', 'Warranty Summary': '5 Years Warranty', 'International Warranty': '0 Year', 'Domestic Warranty': '5 Year'}}]"
pendrive,https://www.flipkart.com/sandisk-ultra-dual-drive-m3-0-32-gb-otg/p/itmfa8cdtmhhevqz?pid=ACCENUZA28X2PQ4G&lid=LSTACCENUZA28X2PQ4G2I1L5J&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_3_120&otracker=nmenu_sub_Electronics_0_Pendrives&iid=2d094dde-8dc0-45b2-b1fd-972fa04521bb.ACCENUZA28X2PQ4G.SEARCH&ssid=tz6s8o7juo0000001707114452702,"SanDisk Ultra Dual Drive M3.0 32 GB OTG Drive  (Black, Type A to Micro USB)",4.3,"2,66,150 Ratings "," 31,020 Reviews",₹519,₹850,38% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': 'Pen Drive', 'Model Name': 'Ultra Dual Drive M3.0', 'Opening Mechanism': 'Retractable', 'Read Speed': '100', 'Write Speed': '100', 'Supported OS': 'Windows Vista, Windows 7, Windows 8, Windows 10, Mac OS X v10.6 and Higher', 'Width': '30.2 mm', 'Height': '25.47 mm', 'Depth': '11.76 mm', 'Weight': '0.2 g', 'Other Dimensions': '30.20 x 25.47 x 11.76 mm', 'Net Quantity': '1'}}, {'Warranty': {'Warranty Service Type': 'NA', 'Not Covered in Warranty': 'Physical Damage', 'Warranty Summary': '5 Years Warranty', 'Domestic Warranty': '1 Year'}}]"
pendrive,https://www.flipkart.com/hp-usb-3-2-x779w-128-gb-pen-drive/p/itmdf15e38f07472?pid=ACCGJSABA26NSHSS&lid=LSTACCGJSABA26NSHSSEYRUNU&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_4_121&otracker=nmenu_sub_Electronics_0_Pendrives&iid=6cad91fb-a954-45ec-863e-a64869e72e9a.ACCGJSABA26NSHSS.SEARCH&ssid=z1goounlds0000001707114588306,HP USB 3.2 X779w 128 GB Pen Drive  (Silver),4.1,104 Ratings , 10 Reviews,"₹1,230","₹3,000",59% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 9% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 Pen Drive', 'Model Name': 'USB 3.2 X779w', 'Part Number': 'HPFD779W-128', 'Other Features': '10x faster than USB 2.0', 'Net Quantity': '1'}}, {'Warranty': {'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Warranty Service Type': 'CARRY IN', 'Not Covered in Warranty': 'PHYSICAL DAMAGES', 'Warranty Summary': '2 YEAR MANUFACTURING WARRANTY', 'Domestic Warranty': '2 Year'}}]"
pendrive,https://www.flipkart.com/hp-x796w-128-pen-drive/p/itma19d069a910ac?pid=ACCFH5UNFGBKHKHR&lid=LSTACCFH5UNFGBKHKHRHZBJJN&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_4_122&otracker=nmenu_sub_Electronics_0_Pendrives&iid=6cad91fb-a954-45ec-863e-a64869e72e9a.ACCFH5UNFGBKHKHR.SEARCH&ssid=z1goounlds0000001707114588306,HP X796W 128 Pen Drive  (Multicolor),4.1,729 Ratings , 72 Reviews,₹979,"₹6,000",83% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 41% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 Pen Drive', 'Model Name': 'X796W', 'Read Speed': 'upto 70mb/sec', 'Write Speed': '30mb/sec', 'Part Number': 'X796W', 'Height': '1 mm', 'Other Features': 'Metallic stylish design, 10x faster than USB 2.0', 'Net Quantity': '1'}}, {'Warranty': {'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Warranty Service Type': 'CUSTOMER HAS TO VISIT THE SERVICE CENTRE', 'Not Covered in Warranty': 'PHYSICAL DAMAGES', 'Warranty Summary': '2 YEARS MANUFACTURING WARRANTY', 'International Warranty': '0 Year', 'Domestic Warranty': '2 Year'}}]"
pendrive,https://www.flipkart.com/sandisk-sddd3-064g-64-otg-drive/p/itmf8dpxt5ymcbgu?pid=ACCG7MJQDKYSVBCZ&lid=LSTACCG7MJQDKYSVBCZIBJKAX&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_4_123&otracker=nmenu_sub_Electronics_0_Pendrives&iid=6cad91fb-a954-45ec-863e-a64869e72e9a.ACCG7MJQDKYSVBCZ.SEARCH&ssid=z1goounlds0000001707114588306,"SanDisk SDDD3-064G 64 OTG Drive  (Grey, Silver, Type A to Micro USB)",3.8,"1,531 Ratings ", 151 Reviews,₹810,"₹1,500",46% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 9% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'General': {'Sales Package': '1 Pendrive', 'Model Name': 'SDDD3-064G', 'Read Speed': 'UP TO 130MB/s', 'Net Quantity': '1'}}, {'Warranty': {'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Warranty Service Type': 'CARRY IN', 'Not Covered in Warranty': 'PHYSICAL DAMAGES', 'Warranty Summary': '5 YEAR MANUFACTURING WARRANTY', 'Domestic Warranty': '5 Year'}}]"
pendrive,https://www.flipkart.com/hp-v220-metal-128-gb-pen-drive/p/itm1137e26218e4d?pid=ACCGTVWFGHTGFAPK&lid=LSTACCGTVWFGHTGFAPKLFAWHO&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_4_124&otracker=nmenu_sub_Electronics_0_Pendrives&iid=6cad91fb-a954-45ec-863e-a64869e72e9a.ACCGTVWFGHTGFAPK.SEARCH&ssid=z1goounlds0000001707114588306,HP V220 Metal 128 GB Pen Drive  (Silver),4,502 Ratings , 93 Reviews,₹483,"₹1,799",73% off,"('Bank Offer Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above T&C', 'Bank Offer 8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above T&C', 'Bank Offer Extra ₹750 off on OneCard Credit Card Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Special Price Get extra 7% off (price inclusive of cashback/coupon) T&C', 'Buy This Product and get ₹500 Off on Next AC Purchase* T&C', 'Buy for 100 get ₹225 off your Next Buy T&C', 'Bank Offer Extra ₹1,250 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹29,990 and above T&C', 'Bank Offer Extra ₹500 off on OneCard Credit Card Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer Extra ₹1,000 off on OneCard Credit Card EMI Transactions on a Net Cart Value of ₹49,990 and above T&C', 'Bank Offer 5% Cashback on Flipkart Axis Bank Card T&C', 'Buy for 100 get ₹100 off your Next Buy T&C', 'Buy for 100 get ₹200 off your Next Buy T&C', 'Buy for 100 get ₹30 off your Next Buy T&C', 'Buy for 100 get ₹300 off your Next Buy T&C')","['Delivery by8 Feb, Thursday|Free₹40?']","[{'specs': {'Sales Package': '1', 'Model Name': 'V220 Metal', 'Net Quantity': '1'}}]"
